Entity,Code,Year,Primary Energy Consumption (terawatt-hours)
Egypt,EGY,2017,1077.1767312649874
Egypt,EGY,2018,1099.4382378338594
Estonia,EST,1985,118.45261205190006
Estonia,EST,1986,117.882853020886
Estonia,EST,1987,119.6663498067
Estonia,EST,1988,117.63286485314885
Estonia,EST,1989,121.22505717199202
Estonia,EST,1990,120.41714569817276
Estonia,EST,1991,108.65108604159956
Estonia,EST,1992,78.74392711999995
Estonia,EST,1993,62.46318975000001
Estonia,EST,1994,63.097360692222225
Estonia,EST,1995,58.900524783684254
Estonia,EST,1996,62.101068631403585
Estonia,EST,1997,61.41402712491227
Estonia,EST,1998,57.46405559736836
Estonia,EST,1999,52.69280610426898
Estonia,EST,2000,54.21076392883036
Estonia,EST,2001,56.043659753274895
Estonia,EST,2002,55.410277938011724
Estonia,EST,2003,60.52196355163745
Estonia,EST,2004,63.28019559754391
Estonia,EST,2005,62.29225575959064
Estonia,EST,2006,61.340332093391794
Estonia,EST,2007,69.5468526298246
Estonia,EST,2008,66.4607877283041
Estonia,EST,2009,58.98453185067113
Estonia,EST,2010,71.42736923754272
Estonia,EST,2011,73.58394983575057
Estonia,EST,2012,74.32398537396648
Estonia,EST,2013,76.92463275645743
Estonia,EST,2014,75.1298461884665
Estonia,EST,2015,70.0848846323606
Estonia,EST,2016,70.6543875775189
Estonia,EST,2017,77.08570195450467
Estonia,EST,2018,80.3017131644243
Europe,,1965,12310.926523398723
Europe,,1966,12679.435420607215
Europe,,1967,13056.049452039284
Europe,,1968,13928.488438425597
Europe,,1969,14947.71854336528
Europe,,1970,15917.563472453103
Europe,,1971,16351.063356974331
Europe,,1972,17123.215621941235
Europe,,1973,18111.628430656714
Europe,,1974,17849.298108672312
Europe,,1975,17661.574689108285
Europe,,1976,18677.720726135532
Europe,,1977,18975.435827072724
Europe,,1978,19701.52934955674
Europe,,1979,20434.855928299592
Europe,,1980,19924.44165938226
Europe,,1981,19393.02883508112
Europe,,1982,19021.73446693542
Europe,,1983,19184.762071688016
Europe,,1984,19659.604984303864
Europe,,1985,23420.808997235577
Europe,,1986,23819.962811568766
Europe,,1987,24297.838380413446
Europe,,1988,24541.71937515404
Europe,,1989,24464.72972962895
Europe,,1990,24682.728669336902
Europe,,1991,24277.591027880073
Europe,,1992,23582.605673888083
Europe,,1993,23102.18164691593
Europe,,1994,22639.22119684086
Europe,,1995,23039.763235195795
Europe,,1996,23719.761556241185
Europe,,1997,23661.49460013229
Europe,,1998,23867.633678955634
Europe,,1999,23776.78602204416
Europe,,2000,24051.76092898297
Europe,,2001,24382.721362478533
Europe,,2002,24300.0166836734
Europe,,2003,24776.081126499885
Europe,,2004,25172.203789606017
Europe,,2005,25300.780128405717
Europe,,2006,25552.681922767504
Europe,,2007,25324.400832588224
Europe,,2008,25275.06551869153
Europe,,2009,23823.35912415268
Europe,,2010,24709.308908306783
Europe,,2011,24163.74879067206
Europe,,2012,24101.24489485302
Europe,,2013,23895.956427342622
Europe,,2014,23007.946491736486
Europe,,2015,23222.441856001795
Europe,,2016,23579.27775129843
Europe,,2017,23841.770900567517
Europe,,2018,23849.822682945185
Europe (other),,1965,182.2286398314534
Europe (other),,1966,191.66197307434516
Europe (other),,1967,194.23408895448316
Europe (other),,1968,213.73132268534872
Europe (other),,1969,227.71355633345908
Europe (other),,1970,251.48631320475184
Europe (other),,1971,294.2179078033437
Europe (other),,1972,306.35587152693677
Europe (other),,1973,321.7405136568661
Europe (other),,1974,356.1483655967875
Europe (other),,1975,359.3204525074744
Europe (other),,1976,382.8373652806917
Europe (other),,1977,410.1432724717724
Europe (other),,1978,446.52397522582686
Europe (other),,1979,484.2290446770118
Europe (other),,1980,469.70515265708883
Europe (other),,1981,468.6458588895209
Europe (other),,1982,487.9858741844575
Europe (other),,1983,526.5349639674469
Europe (other),,1984,549.5804452646016
Europe (other),,1985,701.5006583272587
Europe (other),,1986,735.5733814787324
Europe (other),,1987,744.5572634457029
Europe (other),,1988,767.6805558309411
Europe (other),,1989,745.6056660658007
Europe (other),,1990,527.2498400623746
Europe (other),,1991,463.6087731986804
Europe (other),,1992,405.4784259664222
Europe (other),,1993,349.6283484690639
Europe (other),,1994,297.87587006920376
Europe (other),,1995,305.5412807375734
Europe (other),,1996,333.4324180780786
Europe (other),,1997,359.6899726038086
Europe (other),,1998,365.294631237473
Europe (other),,1999,331.47502692736447
Europe (other),,2000,356.6869438919862
Europe (other),,2001,373.1481546937461
Europe (other),,2002,391.75599478777406
Europe (other),,2003,414.6158597256562
Europe (other),,2004,450.6281359895972
Europe (other),,2005,444.9084799906067
Europe (other),,2006,456.8086442553458
Europe (other),,2007,444.19645672737767
Europe (other),,2008,455.1751376433717
Europe (other),,2009,462.3616541276145
Europe (other),,2010,494.4369430306088
Europe (other),,2011,485.83729918197344
Europe (other),,2012,455.93664919001304
Europe (other),,2013,482.85265569166404
Europe (other),,2014,443.8097223738383
Europe (other),,2015,473.6014052423464
Europe (other),,2016,503.6877515485082
Europe (other),,2017,497.2654703152644
Europe (other),,2018,520.3034705406511
Finland,FIN,1965,112.35986974982966
Finland,FIN,1966,127.98711803879323
Finland,FIN,1967,134.4678929355074
Finland,FIN,1968,146.61766337906366
Finland,FIN,1969,162.07461579587425
Finland,FIN,1970,178.60923640882442
Finland,FIN,1971,183.1057346863366
Finland,FIN,1972,193.332962563795
Finland,FIN,1973,213.33576751993616
Finland,FIN,1974,203.80562322434798
Finland,FIN,1975,207.27833771398133
Finland,FIN,1976,220.95439783226988
Finland,FIN,1977,232.43390346631148
Finland,FIN,1978,242.06505556290034
Finland,FIN,1979,260.93017934658235
Finland,FIN,1980,259.90184982435113
Finland,FIN,1981,259.7879310215035
Finland,FIN,1982,256.2035787911664
Finland,FIN,1983,253.3233220247485
Finland,FIN,1984,264.1708286814124
Finland,FIN,1985,277.8298043609228
Finland,FIN,1986,281.09330274273185
Finland,FIN,1987,295.7927926086346
Finland,FIN,1988,293.96145894596964
Finland,FIN,1989,295.4693275304989
Finland,FIN,1990,314.7105303251643
Finland,FIN,1991,320.8562093619579
Finland,FIN,1992,318.6555047016509
Finland,FIN,1993,322.5850280809632
Finland,FIN,1994,339.7037186778668
Finland,FIN,1995,323.42047461303355
Finland,FIN,1996,339.4754721744191
Finland,FIN,1997,342.3289999055009
Finland,FIN,1998,353.5948596673297
Finland,FIN,1999,347.2573492377914
Finland,FIN,2000,349.4859944843581
Finland,FIN,2001,358.531288828359
Finland,FIN,2002,363.1956856757376
Finland,FIN,2003,390.6389047575383
Finland,FIN,2004,387.2165385165774
Finland,FIN,2005,352.5421323368635
Finland,FIN,2006,378.52277645007325
Finland,FIN,2007,378.24284050567155
Finland,FIN,2008,365.6907845924764
Finland,FIN,2009,340.2016745252233
Finland,FIN,2010,370.68513287929073
Finland,FIN,2011,345.5164320092009
Finland,FIN,2012,335.52370477931845
Finland,FIN,2013,338.5862468264482
Finland,FIN,2014,327.08647772175226
Finland,FIN,2015,325.50409934609166
Finland,FIN,2016,334.3839942967085
Finland,FIN,2017,326.6696024838126
Finland,FIN,2018,340.36972921216596
France,FRA,1965,1294.6347369990551
France,FRA,1966,1324.3723245635736
France,FRA,1967,1413.8662358310557
France,FRA,1968,1490.1925479221813
France,FRA,1969,1645.2991146294894
France,FRA,1970,1782.8278888883997
France,FRA,1971,1856.1922684846722
France,FRA,1972,1984.3460757418682
France,FRA,1973,2156.5179509981194
France,FRA,1974,2114.788694600764
France,FRA,1975,1989.1130378169105
France,FRA,1976,2123.198350435972
France,FRA,1977,2142.209298062922
France,FRA,1978,2239.3802736882612
France,FRA,1979,2304.9669568961244
France,FRA,1980,2271.117554703823
France,FRA,1981,2238.8338550638537
France,FRA,1982,2154.275317457893
France,FRA,1983,2202.0911961666047
France,FRA,1984,2269.545007654388
France,FRA,1985,2340.7251822490043
France,FRA,1986,2394.1633839385363
France,FRA,1987,2434.919462969293
France,FRA,1988,2464.4530787688273
France,FRA,1989,2499.6564724620976
France,FRA,1990,2574.571417349114
France,FRA,1991,2737.0048985485305
France,FRA,1992,2755.5492489871363
France,FRA,1993,2751.523814801162
France,FRA,1994,2713.5180513450214
France,FRA,1995,2778.6274105263133
France,FRA,1996,2883.9965209795246
France,FRA,1997,2844.616888274843
France,FRA,1998,2914.1972661695863
France,FRA,1999,2962.679747564327
France,FRA,2000,2999.4921739492893
France,FRA,2001,3042.7607876555476
France,FRA,2002,3020.7443428697607
France,FRA,2003,3061.273128044847
France,FRA,2004,3094.870363517366
France,FRA,2005,3087.3479857629227
France,FRA,2006,3070.169683571168
France,FRA,2007,3026.2913609961342
France,FRA,2008,3045.5445841637406
France,FRA,2009,2884.2920754314027
France,FRA,2010,2977.841691510346
France,FRA,2011,2871.1708924267555
France,FRA,2012,2875.737065464869
France,FRA,2013,2908.9359688265695
France,FRA,2014,2795.3349209398684
France,FRA,2015,2813.065865423403
France,FRA,2016,2772.5818137222655
France,FRA,2017,2761.865759496654
France,FRA,2018,2821.394758583132
Germany,DEU,1965,2964.0462269208338
Germany,DEU,1966,2971.439111753024
Germany,DEU,1967,2964.5140342005598
Germany,DEU,1968,3165.182550275998
Germany,DEU,1969,3415.332465550675
Germany,DEU,1970,3603.4528101255214
Germany,DEU,1971,3637.3426119800233
Germany,DEU,1972,3763.3979988416636
Germany,DEU,1973,3979.311668857911
Germany,DEU,1974,3908.7102027681376
Germany,DEU,1975,3753.428851910217
Germany,DEU,1976,4005.8727397825564
Germany,DEU,1977,3992.297829627895
Germany,DEU,1978,4136.446879278162
Germany,DEU,1979,4365.42115181131
Germany,DEU,1980,4220.507259623035
Germany,DEU,1981,4086.2751105474354
Germany,DEU,1982,3939.770237676304
Germany,DEU,1983,3995.5096591465363
Germany,DEU,1984,4138.628279218882
Germany,DEU,1985,4255.2516178891365
Germany,DEU,1986,4220.918720780843
Germany,DEU,1987,4254.620915923713
Germany,DEU,1988,4266.091794003178
Germany,DEU,1989,4220.061693543714
Germany,DEU,1990,4154.76736222222
Germany,DEU,1991,4054.1447974853722
Germany,DEU,1992,3969.608689663744
Germany,DEU,1993,3952.552179725149
Germany,DEU,1994,3915.0730044152
Germany,DEU,1995,3934.371872792395
Germany,DEU,1996,4064.5703177193
Germany,DEU,1997,4009.8013056286577
Germany,DEU,1998,3978.824870652051
Germany,DEU,1999,3920.3223593450275
Germany,DEU,2000,3944.2012513333275
Germany,DEU,2001,4018.138146461989
Germany,DEU,2002,3968.630186359649
Germany,DEU,2003,3968.8915731286493
Germany,DEU,2004,3968.3874872953193
Germany,DEU,2005,3926.0493689006094
Germany,DEU,2006,4028.728900531701
Germany,DEU,2007,3860.4339098884175
Germany,DEU,2008,3902.2476411293105
Germany,DEU,2009,3664.2119963078376
Germany,DEU,2010,3813.225907149119
Germany,DEU,2011,3676.5745326608144
Germany,DEU,2012,3727.1254038304082
Germany,DEU,2013,3836.129989473676
Germany,DEU,2014,3679.803671149125
Germany,DEU,2015,3750.7497293918123
Germany,DEU,2016,3815.2914241491167
Germany,DEU,2017,3883.3049521123157
Germany,DEU,2018,3766.8311497316217
Greece,GRC,1965,78.9640777777778
Greece,GRC,1966,86.5121144444445
Greece,GRC,1967,95.26906222222219
Greece,GRC,1968,99.04735527777777
Greece,GRC,1969,104.58818527777777
Greece,GRC,1970,116.25548444444438
Greece,GRC,1971,138.53634999999983
Greece,GRC,1972,155.4043480555553
Greece,GRC,1973,178.8381483333333
Greece,GRC,1974,173.8710974999996
Greece,GRC,1975,198.1928561111106
Greece,GRC,1976,218.9837658333331
Greece,GRC,1977,227.11245694444466
Greece,GRC,1978,231.0580050000005
Greece,GRC,1979,202.889108055555
Greece,GRC,1980,200.97123916666652
Greece,GRC,1981,195.24712333333284
Greece,GRC,1982,197.87591666666714
Greece,GRC,1983,199.53169666666673
Greece,GRC,1984,208.19933472222186
Greece,GRC,1985,219.98960249999988
Greece,GRC,1986,220.33241991228113
Greece,GRC,1987,241.1790432748541
Greece,GRC,1988,254.83344926900642
Greece,GRC,1989,276.4649113011692
Greece,GRC,1990,291.14980093584165
Greece,GRC,1991,293.230824346667
Greece,GRC,1992,297.74334138960086
Greece,GRC,1993,302.3907476705698
Greece,GRC,1994,307.6347258299176
Greece,GRC,1995,318.6034486952433
Greece,GRC,1996,327.15289027077483
Greece,GRC,1997,336.2197178725517
Greece,GRC,1998,357.2611808665827
Greece,GRC,1999,356.5266285898658
Greece,GRC,2000,376.1103003613775
Greece,GRC,2001,379.9882162431806
Greece,GRC,2002,381.53862868975364
Greece,GRC,2003,400.9064455150813
Greece,GRC,2004,401.6523403420689
Greece,GRC,2005,403.98661397649704
Greece,GRC,2006,417.624884053015
Greece,GRC,2007,425.91227928806376
Greece,GRC,2008,410.8502856629146
Greece,GRC,2009,397.5521689282861
Greece,GRC,2010,378.53866222209996
Greece,GRC,2011,368.94335332854394
Greece,GRC,2012,349.26905639175226
Greece,GRC,2013,331.15888791485537
Greece,GRC,2014,311.8326513983421
Greece,GRC,2015,314.36523148295953
Greece,GRC,2016,309.4887127161593
Greece,GRC,2017,326.0371316976013
Greece,GRC,2018,329.4428594356359
Hong Kong,HKG,1965,26.302011922550054
Hong Kong,HKG,1966,28.5258219887778
Hong Kong,HKG,1967,33.69280394221747
Hong Kong,HKG,1968,36.42808939303167
Hong Kong,HKG,1969,42.799939781776075
Hong Kong,HKG,1970,45.981675623598385
Hong Kong,HKG,1971,48.559657500000014
Hong Kong,HKG,1972,55.15408916666667
Hong Kong,HKG,1973,57.202078611111084
Hong Kong,HKG,1974,58.557523055555606
Hong Kong,HKG,1975,55.12709333333327
Hong Kong,HKG,1976,65.09097388888885
Hong Kong,HKG,1977,70.28380055555562
Hong Kong,HKG,1978,73.0168536111111
Hong Kong,HKG,1979,74.76295916666665
Hong Kong,HKG,1980,76.39582444444447
Hong Kong,HKG,1981,81.40918861111118
Hong Kong,HKG,1982,89.35029888888889
Hong Kong,HKG,1983,94.74299000000003
Hong Kong,HKG,1984,97.06277305555562
Hong Kong,HKG,1985,100.76824777777775
Hong Kong,HKG,1986,105.59091638888884
Hong Kong,HKG,1987,116.01950027777772
Hong Kong,HKG,1988,133.64908166666652
Hong Kong,HKG,1989,142.85945777777727
Hong Kong,HKG,1990,139.35774305555543
Hong Kong,HKG,1991,144.38941472222257
Hong Kong,HKG,1992,169.92891805555556
Hong Kong,HKG,1993,185.502305
Hong Kong,HKG,1994,168.09289527777733
Hong Kong,HKG,1995,180.6806400277779
Hong Kong,HKG,1996,180.59102169444498
Hong Kong,HKG,1997,182.69311075000047
Hong Kong,HKG,1998,186.23376619444434
Hong Kong,HKG,1999,188.6217544999999
Hong Kong,HKG,2000,197.4753193583333
Hong Kong,HKG,2001,249.420225108333
Hong Kong,HKG,2002,243.4325278027775
Hong Kong,HKG,2003,251.40544247499952
Hong Kong,HKG,2004,281.5269350833327
Hong Kong,HKG,2005,270.0904768083329
Hong Kong,HKG,2006,285.75232543295834
Hong Kong,HKG,2007,304.014291805309
Hong Kong,HKG,2008,282.853142919626
Hong Kong,HKG,2009,308.85816153251193
Hong Kong,HKG,2010,321.29604806015215
Hong Kong,HKG,2011,329.4264489372359
Hong Kong,HKG,2012,316.59260712511644
Hong Kong,HKG,2013,325.19380736902355
Hong Kong,HKG,2014,317.7111633650294
Hong Kong,HKG,2015,326.57995390332337
Hong Kong,HKG,2016,335.1557905777956
Hong Kong,HKG,2017,359.14217457954226
Hong Kong,HKG,2018,361.395227782055
Hungary,HUN,1965,184.9397216666663
Hungary,HUN,1966,187.44627388888838
Hungary,HUN,1967,178.85929444444483
Hungary,HUN,1968,185.58694444444424
Hungary,HUN,1969,198.7257616666662
Hungary,HUN,1970,214.12369888888838
Hungary,HUN,1971,221.0573702777779
Hungary,HUN,1972,228.23184361111095
Hungary,HUN,1973,247.13962499999977
Hungary,HUN,1974,254.73125694444494
Hungary,HUN,1975,269.66724916666635
Hungary,HUN,1976,288.09713972222215
Hungary,HUN,1977,302.93448527777747
Hungary,HUN,1978,324.00176888888893
Hungary,HUN,1979,320.8121541666662
Hungary,HUN,1980,321.80998277777724
Hungary,HUN,1981,318.5145597222216
Hungary,HUN,1982,319.9655077777775
Hungary,HUN,1983,313.91279111111066
Hungary,HUN,1984,322.20481444444397
Hungary,HUN,1985,331.9924077777772
Hungary,HUN,1986,330.2371400000004
Hungary,HUN,1987,344.34679555555545
Hungary,HUN,1988,335.84983277777724
Hungary,HUN,1989,327.0170686111108
Hungary,HUN,1990,323.37120526660766
Hungary,HUN,1991,302.16611561543823
Hungary,HUN,1992,284.73998709187174
Hungary,HUN,1993,280.6985632309942
Hungary,HUN,1994,284.38663298362536
Hungary,HUN,1995,286.2400600452632
Hungary,HUN,1996,291.80553854537976
Hungary,HUN,1997,283.5187898959059
Hungary,HUN,1998,286.43456161941447
Hungary,HUN,1999,286.9612855342691
Hungary,HUN,2000,277.7362305678946
Hungary,HUN,2001,286.00482813000025
Hungary,HUN,2002,282.054533797602
Hungary,HUN,2003,284.5227841581286
Hungary,HUN,2004,286.6557767115208
Hungary,HUN,2005,306.36494054836226
Hungary,HUN,2006,302.1679149256139
Hungary,HUN,2007,298.2320028339764
Hungary,HUN,2008,294.43051356216404
Hungary,HUN,2009,270.35285001695877
Hungary,HUN,2010,276.3992685156722
Hungary,HUN,2011,274.5403696738446
Hungary,HUN,2012,255.1789360322402
Hungary,HUN,2013,242.82579590216324
Hungary,HUN,2014,243.7904713357193
Hungary,HUN,2015,256.2667001732181
Hungary,HUN,2016,260.8361411095762
Hungary,HUN,2017,273.6937798527537
Hungary,HUN,2018,275.8502153911482
Iceland,ISL,1965,7.374539304912277
Iceland,ISL,1966,7.748978031929811
Iceland,ISL,1967,7.663248150526307
Iceland,ISL,1968,8.110921794502916
Iceland,ISL,1969,8.041886698947353
Iceland,ISL,1970,9.641622135789442
Iceland,ISL,1971,10.493944259064307
Iceland,ISL,1972,11.402406697660787
Iceland,ISL,1973,13.747893636958993
Iceland,ISL,1974,13.371825716140304
Iceland,ISL,1975,12.815609049707593
Iceland,ISL,1976,13.228757149122714
Iceland,ISL,1977,13.989382982456126
Iceland,ISL,1978,14.612109356725094
Iceland,ISL,1979,15.204856213450205
Iceland,ISL,1980,15.358885847953125
Iceland,ISL,1981,15.651951084795291
Iceland,ISL,1982,15.981963029239713
Iceland,ISL,1983,16.481387830409307
Iceland,ISL,1984,17.353916707602238
Iceland,ISL,1985,17.182899739766007
Iceland,ISL,1986,17.95554056432746
Iceland,ISL,1987,18.53452525730984
Iceland,ISL,1988,19.54118085672506
Iceland,ISL,1989,20.25406666374256
Iceland,ISL,1990,20.27816602923965
Iceland,ISL,1991,19.781031786549633
Iceland,ISL,1992,20.486188374268973
Iceland,ISL,1993,21.281386374268962
Iceland,ISL,1994,21.519420850877193
Iceland,ISL,1995,22.20074842397652
Iceland,ISL,1996,23.547592398245605
Iceland,ISL,1997,24.633887792397612
Iceland,ISL,1998,26.608290419005804
Iceland,ISL,1999,29.100395625730894
Iceland,ISL,2000,30.890718242690003
Iceland,ISL,2001,31.315190324561296
Iceland,ISL,2002,32.66679208705197
Iceland,ISL,2003,32.88182697098102
Iceland,ISL,2004,33.69511368105808
Iceland,ISL,2005,33.9258159336256
Iceland,ISL,2006,37.737100801473645
Iceland,ISL,2007,43.07862799427506
Iceland,ISL,2008,53.97260647228356
Iceland,ISL,2009,54.16082449999987
Iceland,ISL,2010,54.43586686461968
Iceland,ISL,2011,54.70351321052618
Iceland,ISL,2012,55.518197054678176
Iceland,ISL,2013,57.57722617719283
Iceland,ISL,2014,57.74787645321618
Iceland,ISL,2015,60.63060613070159
Iceland,ISL,2016,61.17937998918113
Iceland,ISL,2017,63.679200994028776
Iceland,ISL,2018,65.33794538511181
India,IND,1965,613.2143136265637
India,IND,1966,631.9005829346329
India,IND,1967,651.1450994637607
India,IND,1968,695.5736826023951
India,IND,1969,770.9476209357296
India,IND,1970,753.567080186645
India,IND,1971,783.3225039192332
India,IND,1972,825.1240803706823
India,IND,1973,841.6926387040157
India,IND,1974,892.8126319705116
India,IND,1975,958.6612792022244
India,IND,1976,1005.403199477863
India,IND,1977,1063.205148024275
India,IND,1978,1102.2269310056415
India,IND,1979,1164.84864086461
India,IND,1980,1200.0535605963323
India,IND,1981,1329.5504926995607
India,IND,1982,1319.3800327777733
India,IND,1983,1388.7829559254922
India,IND,1984,1482.6178850345855
India,IND,1985,1566.4738757987802
India,IND,1986,1677.4502887769765
India,IND,1987,1785.8249116313843
India,IND,1988,1943.2778172394192
India,IND,1989,2121.9642413942524
India,IND,1990,2277.225653104912
India,IND,1991,2401.1006436241228
India,IND,1992,2526.1990681589514
India,IND,1993,2589.3613779690454
India,IND,1994,2726.528284822615
India,IND,1995,2932.8536002733804
India,IND,1996,3053.1633945306503
India,IND,1997,3223.1801585751846
India,IND,1998,3415.948237002321
India,IND,1999,3508.587813982718
India,IND,2000,3692.9536483832303
India,IND,2001,3713.9983535456668
India,IND,2002,3887.975859394072
India,IND,2003,4039.445342740753
India,IND,2004,4277.1378390098935
India,IND,2005,4595.238906122796
India,IND,2006,4831.539013571356
India,IND,2007,5255.521398580334
India,IND,2008,5557.569026965163
India,IND,2009,5981.098967633153
India,IND,2010,6270.344194978145
India,IND,2011,6645.068668136439
India,IND,2012,6990.1373176543375
India,IND,2013,7263.192453171964
India,IND,2014,7763.241664316582
India,IND,2015,8022.116727920627
India,IND,2016,8364.9046616827
India,IND,2017,8723.521461901299
India,IND,2018,9410.449460885711
Indonesia,IDN,1965,83.92208222222226
Indonesia,IDN,1966,83.12381500000006
Indonesia,IDN,1967,82.03006888888885
Indonesia,IDN,1968,87.35389527777781
Indonesia,IDN,1969,98.66580138888894
Indonesia,IDN,1970,105.59393666666672
Indonesia,IDN,1971,101.4533355555556
Indonesia,IDN,1972,107.66580888888886
Indonesia,IDN,1973,121.36752638888939
Indonesia,IDN,1974,130.04348416666684
Indonesia,IDN,1975,159.33612500000027
Indonesia,IDN,1976,167.62192833333393
Indonesia,IDN,1977,221.5112208333339
Indonesia,IDN,1978,245.5821713888894
Indonesia,IDN,1979,280.300625
Indonesia,IDN,1980,299.8280483333335
Indonesia,IDN,1981,325.77949666666717
Indonesia,IDN,1982,332.11030277777786
Indonesia,IDN,1983,352.076859722222
Indonesia,IDN,1984,381.3421619444445
Indonesia,IDN,1985,405.3520463888887
Indonesia,IDN,1986,449.21103527777836
Indonesia,IDN,1987,474.95644638888876
Indonesia,IDN,1988,501.23128527777783
Indonesia,IDN,1989,554.4147008333338
Indonesia,IDN,1990,610.63116149062
Indonesia,IDN,1991,662.3265350372391
Indonesia,IDN,1992,726.7549579471727
Indonesia,IDN,1993,768.0884111926802
Indonesia,IDN,1994,821.2877566732819
Indonesia,IDN,1995,874.8867337405981
Indonesia,IDN,1996,933.1756689060377
Indonesia,IDN,1997,1013.8909304854878
Indonesia,IDN,1998,995.2767279329537
Indonesia,IDN,1999,1086.2940725529913
Indonesia,IDN,2000,1181.54639458587
Indonesia,IDN,2001,1250.6584409085087
Indonesia,IDN,2002,1306.8277610201517
Indonesia,IDN,2003,1407.5104226132771
Indonesia,IDN,2004,1400.6949593978425
Indonesia,IDN,2005,1435.578113080634
Indonesia,IDN,2006,1456.37822378006
Indonesia,IDN,2007,1563.2347976793085
Indonesia,IDN,2008,1543.7952987512629
Indonesia,IDN,2009,1599.8001667664607
Indonesia,IDN,2010,1756.922931503938
Indonesia,IDN,2011,1914.6366122636805
Indonesia,IDN,2012,2016.9222256461783
Indonesia,IDN,2013,2072.136524797509
Indonesia,IDN,2014,1944.4667287744933
Indonesia,IDN,2015,1926.992226623864
Indonesia,IDN,2016,1979.00131516515
Indonesia,IDN,2017,2056.9560598631724
Indonesia,IDN,2018,2157.7135639898665
Iran,IRN,1965,98.93851704304113
Iran,IRN,1966,107.70246851882247
Iran,IRN,1967,118.3322771240147
Iran,IRN,1968,129.9456964780402
Iran,IRN,1969,142.46213595390594
Iran,IRN,1970,167.75677721649944
Iran,IRN,1971,183.60362635401847
Iran,IRN,1972,207.7915750337637
Iran,IRN,1973,248.65441451471654
Iran,IRN,1974,281.40811132718835
Iran,IRN,1975,327.67009933543795
Iran,IRN,1976,368.3132874222552
Iran,IRN,1977,417.47901864898137
Iran,IRN,1978,407.6032597811487
Iran,IRN,1979,440.06887859664226
Iran,IRN,1980,406.8961618370235
Iran,IRN,1981,407.6190239088508
Iran,IRN,1982,460.05566210501036
Iran,IRN,1983,546.4655312842448
Iran,IRN,1984,590.6608926051351
Iran,IRN,1985,644.7124579065908
Iran,IRN,1986,603.3685702151561
Iran,IRN,1987,647.0076417207977
Iran,IRN,1988,683.4911090004239
Iran,IRN,1989,748.2581603895701
Iran,IRN,1990,842.0969823607139
Iran,IRN,1991,914.4932291205388
Iran,IRN,1992,1003.0892140328647
Iran,IRN,1993,925.3996441643937
Iran,IRN,1994,1040.074730546294
Iran,IRN,1995,1101.6728369301063
Iran,IRN,1996,1191.231160753085
Iran,IRN,1997,1232.3819848777646
Iran,IRN,1998,1274.2081132018006
Iran,IRN,1999,1360.3793117326848
Iran,IRN,2000,1429.5233290701867
Iran,IRN,2001,1508.2740112058734
Iran,IRN,2002,1639.5206758714562
Iran,IRN,2003,1675.2875311685748
Iran,IRN,2004,1837.0027840311448
Iran,IRN,2005,1970.267326839984
Iran,IRN,2006,2153.066614856045
Iran,IRN,2007,2304.8928612504596
Iran,IRN,2008,2393.023767458324
Iran,IRN,2009,2473.720581911133
Iran,IRN,2010,2481.984431974258
Iran,IRN,2011,2616.1183868275666
Iran,IRN,2012,2630.9302038733294
Iran,IRN,2013,2767.2041865574865
Iran,IRN,2014,2895.3333042144586
Iran,IRN,2015,2898.5200627414933
Iran,IRN,2016,2990.711950647721
Iran,IRN,2017,3163.5334995877824
Iran,IRN,2018,3322.9064854738817
Iraq,IRQ,1965,20.34517113333432
Iraq,IRQ,1966,22.705020996065283
Iraq,IRQ,1967,22.949337985930992
Iraq,IRQ,1968,24.532959075821033
Iraq,IRQ,1969,28.784638021634233
Iraq,IRQ,1970,36.49548554866888
Iraq,IRQ,1971,40.00563536647956
Iraq,IRQ,1972,47.42097939664713
Iraq,IRQ,1973,46.27611055688886
Iraq,IRQ,1974,45.612977404405505
Iraq,IRQ,1975,50.13877045651464
Iraq,IRQ,1976,64.0674312972944
Iraq,IRQ,1977,66.03989719409746
Iraq,IRQ,1978,63.54644796076286
Iraq,IRQ,1979,79.71990607891304
Iraq,IRQ,1980,94.956847643555
Iraq,IRQ,1981,94.2673265199121
Iraq,IRQ,1982,98.5015815439786
Iraq,IRQ,1983,108.99430403746801
Iraq,IRQ,1984,119.57040341806047
Iraq,IRQ,1985,141.43276309250984
Iraq,IRQ,1986,156.94185850679176
Iraq,IRQ,1987,188.1774926503038
Iraq,IRQ,1988,219.44467398738757
Iraq,IRQ,1989,245.96413913568472
Iraq,IRQ,1990,227.51957659787536
Iraq,IRQ,1991,153.05734059298322
Iraq,IRQ,1992,240.65412256807542
Iraq,IRQ,1993,326.64970607359396
Iraq,IRQ,1994,374.11741913895816
Iraq,IRQ,1995,367.27865620874815
Iraq,IRQ,1996,381.15159232533296
Iraq,IRQ,1997,446.64780858655166
Iraq,IRQ,1998,313.18928146316733
Iraq,IRQ,1999,235.22164652763848
Iraq,IRQ,2000,299.6873109849408
Iraq,IRQ,2001,337.20549330273883
Iraq,IRQ,2002,318.59640806820033
Iraq,IRQ,2003,294.87355530468034
Iraq,IRQ,2004,314.7748855204612
Iraq,IRQ,2005,301.9090055363773
Iraq,IRQ,2006,308.4766382395411
Iraq,IRQ,2007,327.23124399757603
Iraq,IRQ,2008,339.40914130488335
Iraq,IRQ,2009,378.9432821021187
Iraq,IRQ,2010,403.8416646590956
Iraq,IRQ,2011,426.828899510442
